danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,track_id,uri,track_href,analysis_url,duration_ms,time_signature
0.448,0.96,5,-1.797,0,0.388,0.029,0.00357,0.356,0.24,150.005,audio_features,5iDQ96YWbADduqbswcLzNX,spotify:track:5iDQ96YWbADduqbswcLzNX,https://api.spotify.com/v1/tracks/5iDQ96YWbADduqbswcLzNX,https://api.spotify.com/v1/audio-analysis/5iDQ96YWbADduqbswcLzNX,199200,4
0.634,0.895,1,-4.445,1,0.216,0.0389,0.264,0.18,0.0935,150.057,audio_features,67l1rBGrnkh7642qmpWE3K,spotify:track:67l1rBGrnkh7642qmpWE3K,https://api.spotify.com/v1/tracks/67l1rBGrnkh7642qmpWE3K,https://api.spotify.com/v1/audio-analysis/67l1rBGrnkh7642qmpWE3K,190400,4
0.532,0.939,9,-4.263,1,0.0392,0.00874,0.0913,0.35,0.463,149.964,audio_features,6ZtVL7cO6LoHnXx5fXxNBo,spotify:track:6ZtVL7cO6LoHnXx5fXxNBo,https://api.spotify.com/v1/tracks/6ZtVL7cO6LoHnXx5fXxNBo,https://api.spotify.com/v1/audio-analysis/6ZtVL7cO6LoHnXx5fXxNBo,182398,4
0.483,0.912,8,-6.636,1,0.0944,0.00219,0.00218,0.474,0.295,149.878,audio_features,59AS3I22DMTNwX5BxGATCS,spotify:track:59AS3I22DMTNwX5BxGATCS,https://api.spotify.com/v1/tracks/59AS3I22DMTNwX5BxGATCS,https://api.spotify.com/v1/audio-analysis/59AS3I22DMTNwX5BxGATCS,206400,4
0.637,0.993,11,-2.625,0,0.0779,0.0227,5.06e-06,0.903,0.622,155.019,audio_features,34FHzi8XBWA0Oi89Uks8G0,spotify:track:34FHzi8XBWA0Oi89Uks8G0,https://api.spotify.com/v1/tracks/34FHzi8XBWA0Oi89Uks8G0,https://api.spotify.com/v1/audio-analysis/34FHzi8XBWA0Oi89Uks8G0,172258,4
0.443,0.917,0,-4.328,1,0.113,0.344,0.0,0.452,0.252,155.022,audio_features,2QZlpUCkSBwYc1O612ZMlL,spotify:track:2QZlpUCkSBwYc1O612ZMlL,https://api.spotify.com/v1/tracks/2QZlpUCkSBwYc1O612ZMlL,https://api.spotify.com/v1/audio-analysis/2QZlpUCkSBwYc1O612ZMlL,209806,4
0.384,0.988,1,-2.706,0,0.459,0.0181,0.0,0.807,0.0739,154.951,audio_features,6CQAcnalnas8IWyWVhNbfs,spotify:track:6CQAcnalnas8IWyWVhNbfs,https://api.spotify.com/v1/tracks/6CQAcnalnas8IWyWVhNbfs,https://api.spotify.com/v1/audio-analysis/6CQAcnalnas8IWyWVhNbfs,189677,4
0.425,0.939,9,-5.22,0,0.194,0.00623,0.0,0.0602,0.284,153.997,audio_features,5Z9jBJJZ3dU25rSoU5qxrq,spotify:track:5Z9jBJJZ3dU25rSoU5qxrq,https://api.spotify.com/v1/tracks/5Z9jBJJZ3dU25rSoU5qxrq,https://api.spotify.com/v1/audio-analysis/5Z9jBJJZ3dU25rSoU5qxrq,228312,4
0.596,0.982,7,-3.718,0,0.25,0.186,0.000411,0.246,0.15,155.027,audio_features,25ymdhdDemnQH7TJKdRJBj,spotify:track:25ymdhdDemnQH7TJKdRJBj,https://api.spotify.com/v1/tracks/25ymdhdDemnQH7TJKdRJBj,https://api.spotify.com/v1/audio-analysis/25ymdhdDemnQH7TJKdRJBj,116129,4
0.394,0.889,1,-2.025,0,0.0348,0.0186,1.12e-05,0.115,0.0958,77.523,audio_features,1KrNvNO5Y3UhQRUYCpE19u,spotify:track:1KrNvNO5Y3UhQRUYCpE19u,https://api.spotify.com/v1/tracks/1KrNvNO5Y3UhQRUYCpE19u,https://api.spotify.com/v1/audio-analysis/1KrNvNO5Y3UhQRUYCpE19u,157935,4
0.689,0.927,2,-4.461,1,0.114,0.0017,0.139,0.102,0.346,150.121,audio_features,5jDxvMWJX0k9cJdjNz6PwH,spotify:track:5jDxvMWJX0k9cJdjNz6PwH,https://api.spotify.com/v1/tracks/5jDxvMWJX0k9cJdjNz6PwH,https://api.spotify.com/v1/audio-analysis/5jDxvMWJX0k9cJdjNz6PwH,160000,4
0.594,0.919,6,-6.912,0,0.0771,0.00192,0.105,0.379,0.236,150.047,audio_features,3gLFXLsjmc2xh9efFIMYra,spotify:track:3gLFXLsjmc2xh9efFIMYra,https://api.spotify.com/v1/tracks/3gLFXLsjmc2xh9efFIMYra,https://api.spotify.com/v1/audio-analysis/3gLFXLsjmc2xh9efFIMYra,228800,4
0.468,0.928,4,-4.09,0,0.0785,0.0281,0.242,0.263,0.379,74.965,audio_features,2oGC4cCNRkhsEfMrQNDsnD,spotify:track:2oGC4cCNRkhsEfMrQNDsnD,https://api.spotify.com/v1/tracks/2oGC4cCNRkhsEfMrQNDsnD,https://api.spotify.com/v1/audio-analysis/2oGC4cCNRkhsEfMrQNDsnD,252000,4
0.569,0.976,0,-4.329,1,0.0519,0.00985,0.597,0.339,0.423,159.983,audio_features,5yyclhVuqoVVCc46mvkq5J,spotify:track:5yyclhVuqoVVCc46mvkq5J,https://api.spotify.com/v1/tracks/5yyclhVuqoVVCc46mvkq5J,https://api.spotify.com/v1/audio-analysis/5yyclhVuqoVVCc46mvkq5J,244242,4
0.534,0.869,8,-4.295,0,0.131,0.00136,0.383,0.122,0.243,149.994,audio_features,5KXMgkTA3xmigLTDo4flvp,spotify:track:5KXMgkTA3xmigLTDo4flvp,https://api.spotify.com/v1/tracks/5KXMgkTA3xmigLTDo4flvp,https://api.spotify.com/v1/audio-analysis/5KXMgkTA3xmigLTDo4flvp,224000,4
0.505,0.982,9,-2.512,0,0.337,0.108,0.0,0.268,0.421,155.065,audio_features,2RG7Ck3xxVPNYv1d9aEFyh,spotify:track:2RG7Ck3xxVPNYv1d9aEFyh,https://api.spotify.com/v1/tracks/2RG7Ck3xxVPNYv1d9aEFyh,https://api.spotify.com/v1/audio-analysis/2RG7Ck3xxVPNYv1d9aEFyh,256452,4
0.56,0.959,2,-3.364,1,0.102,0.0385,0.0,0.149,0.383,150.044,audio_features,2ilcdIrWzHKMP1UZYEM63f,spotify:track:2ilcdIrWzHKMP1UZYEM63f,https://api.spotify.com/v1/tracks/2ilcdIrWzHKMP1UZYEM63f,https://api.spotify.com/v1/audio-analysis/2ilcdIrWzHKMP1UZYEM63f,245600,4
0.552,0.949,5,-4.031,0,0.158,0.0589,0.0,0.289,0.293,149.98,audio_features,09cUSj7M38vbIDbbcQpAv1,spotify:track:09cUSj7M38vbIDbbcQpAv1,https://api.spotify.com/v1/tracks/09cUSj7M38vbIDbbcQpAv1,https://api.spotify.com/v1/audio-analysis/09cUSj7M38vbIDbbcQpAv1,264000,4
0.397,0.913,11,-4.779,0,0.168,0.0012,0.323,0.372,0.244,150.722,audio_features,3Y0rh7HSEEmMG2vpIWHSv5,spotify:track:3Y0rh7HSEEmMG2vpIWHSv5,https://api.spotify.com/v1/tracks/3Y0rh7HSEEmMG2vpIWHSv5,https://api.spotify.com/v1/audio-analysis/3Y0rh7HSEEmMG2vpIWHSv5,252003,4
0.398,0.895,8,-3.693,1,0.0473,0.253,0.0,0.186,0.489,149.755,audio_features,1dvOhrkzCavpLgowclRwQA,spotify:track:1dvOhrkzCavpLgowclRwQA,https://api.spotify.com/v1/tracks/1dvOhrkzCavpLgowclRwQA,https://api.spotify.com/v1/audio-analysis/1dvOhrkzCavpLgowclRwQA,166400,4
0.249,0.868,5,-5.153,0,0.05,0.00835,0.0137,0.305,0.132,76.235,audio_features,7JZu20FEew2beYmroZTcJE,spotify:track:7JZu20FEew2beYmroZTcJE,https://api.spotify.com/v1/tracks/7JZu20FEew2beYmroZTcJE,https://api.spotify.com/v1/audio-analysis/7JZu20FEew2beYmroZTcJE,192000,4
0.756,0.751,9,-2.841,0,0.124,0.05,2.35e-05,0.157,0.183,100.03,audio_features,0LzR8wSGzDz6ormW5HGkM0,spotify:track:0LzR8wSGzDz6ormW5HGkM0,https://api.spotify.com/v1/tracks/0LzR8wSGzDz6ormW5HGkM0,https://api.spotify.com/v1/audio-analysis/0LzR8wSGzDz6ormW5HGkM0,173339,4
0.423,0.969,9,-2.72,0,0.255,0.00586,4.75e-05,0.62,0.0642,155.11,audio_features,0IOzQgwDfYqWH0vadYUrPN,spotify:track:0IOzQgwDfYqWH0vadYUrPN,https://api.spotify.com/v1/tracks/0IOzQgwDfYqWH0vadYUrPN,https://api.spotify.com/v1/audio-analysis/0IOzQgwDfYqWH0vadYUrPN,205665,4
0.556,0.91,6,-2.069,0,0.145,0.562,0.0139,0.317,0.182,154.996,audio_features,5ql4pIIh20fuyCdD67216w,spotify:track:5ql4pIIh20fuyCdD67216w,https://api.spotify.com/v1/tracks/5ql4pIIh20fuyCdD67216w,https://api.spotify.com/v1/audio-analysis/5ql4pIIh20fuyCdD67216w,159826,4
0.357,0.885,10,-2.823,0,0.274,0.129,0.884,0.0877,0.181,179.987,audio_features,067MyUfyVgBAmUiJvrCgvS,spotify:track:067MyUfyVgBAmUiJvrCgvS,https://api.spotify.com/v1/tracks/067MyUfyVgBAmUiJvrCgvS,https://api.spotify.com/v1/audio-analysis/067MyUfyVgBAmUiJvrCgvS,175417,4
0.477,0.921,10,-4.397,0,0.0363,0.00112,0.0159,0.0988,0.291,150.074,audio_features,62WDseAZ3aj7Clb4stZ1aB,spotify:track:62WDseAZ3aj7Clb4stZ1aB,https://api.spotify.com/v1/tracks/62WDseAZ3aj7Clb4stZ1aB,https://api.spotify.com/v1/audio-analysis/62WDseAZ3aj7Clb4stZ1aB,221267,4
0.407,0.726,1,-5.928,1,0.0388,0.0399,0.011,0.274,0.241,150.078,audio_features,6RBqbGR37ZGxMrUv8gqRQK,spotify:track:6RBqbGR37ZGxMrUv8gqRQK,https://api.spotify.com/v1/tracks/6RBqbGR37ZGxMrUv8gqRQK,https://api.spotify.com/v1/audio-analysis/6RBqbGR37ZGxMrUv8gqRQK,219092,4
0.178,0.739,8,-10.14,1,0.0407,0.00133,0.603,0.0975,0.0695,149.905,audio_features,0E5ZD5ZCASwGZrRXqtr0Iy,spotify:track:0E5ZD5ZCASwGZrRXqtr0Iy,https://api.spotify.com/v1/tracks/0E5ZD5ZCASwGZrRXqtr0Iy,https://api.spotify.com/v1/audio-analysis/0E5ZD5ZCASwGZrRXqtr0Iy,233484,3
0.463,0.944,7,-6.045,0,0.0528,0.00358,0.636,0.359,0.0704,149.948,audio_features,3l4lCJ3LAIUelwR5dYM92B,spotify:track:3l4lCJ3LAIUelwR5dYM92B,https://api.spotify.com/v1/tracks/3l4lCJ3LAIUelwR5dYM92B,https://api.spotify.com/v1/audio-analysis/3l4lCJ3LAIUelwR5dYM92B,196804,4
0.292,0.926,9,-4.52,0,0.0539,0.0153,0.0961,0.384,0.201,149.818,audio_features,0JYLKy8NI9BMdzOuUJ5mGo,spotify:track:0JYLKy8NI9BMdzOuUJ5mGo,https://api.spotify.com/v1/tracks/0JYLKy8NI9BMdzOuUJ5mGo,https://api.spotify.com/v1/audio-analysis/0JYLKy8NI9BMdzOuUJ5mGo,297664,4
0.615,0.708,4,-9.359,0,0.0803,0.000906,0.0782,0.121,0.542,151.839,audio_features,6ldBaI2HtTAWXmhO2A42DQ,spotify:track:6ldBaI2HtTAWXmhO2A42DQ,https://api.spotify.com/v1/tracks/6ldBaI2HtTAWXmhO2A42DQ,https://api.spotify.com/v1/audio-analysis/6ldBaI2HtTAWXmhO2A42DQ,223849,4
0.445,0.961,5,-3.376,0,0.0354,0.00344,0.785,0.355,0.113,152.018,audio_features,6ynJmgWua9s60heIEGywqk,spotify:track:6ynJmgWua9s60heIEGywqk,https://api.spotify.com/v1/tracks/6ynJmgWua9s60heIEGywqk,https://api.spotify.com/v1/audio-analysis/6ynJmgWua9s60heIEGywqk,292650,4
0.488,0.754,0,-4.815,0,0.0369,0.0712,1.18e-06,0.17,0.076,149.919,audio_features,39Up3oAtgtvCfW2R4G32C7,spotify:track:39Up3oAtgtvCfW2R4G32C7,https://api.spotify.com/v1/tracks/39Up3oAtgtvCfW2R4G32C7,https://api.spotify.com/v1/audio-analysis/39Up3oAtgtvCfW2R4G32C7,225604,4
0.524,0.953,9,-2.642,1,0.0523,0.00445,0.169,0.369,0.446,149.975,audio_features,4gqUCguNipLnOB0WHnDfZ9,spotify:track:4gqUCguNipLnOB0WHnDfZ9,https://api.spotify.com/v1/tracks/4gqUCguNipLnOB0WHnDfZ9,https://api.spotify.com/v1/audio-analysis/4gqUCguNipLnOB0WHnDfZ9,158147,4
0.465,0.932,6,-3.614,0,0.0635,0.0125,0.0643,0.35,0.301,149.967,audio_features,5kuhaxg41hVL7MHKKJndEL,spotify:track:5kuhaxg41hVL7MHKKJndEL,https://api.spotify.com/v1/tracks/5kuhaxg41hVL7MHKKJndEL,https://api.spotify.com/v1/audio-analysis/5kuhaxg41hVL7MHKKJndEL,228811,4
0.521,0.826,6,-6.077,0,0.163,0.139,0.00019,0.255,0.457,154.038,audio_features,7tmXauDtFPss5ZRW5HjVjo,spotify:track:7tmXauDtFPss5ZRW5HjVjo,https://api.spotify.com/v1/tracks/7tmXauDtFPss5ZRW5HjVjo,https://api.spotify.com/v1/audio-analysis/7tmXauDtFPss5ZRW5HjVjo,254800,4
0.45,0.893,11,-4.043,0,0.115,0.0116,4.5e-06,0.362,0.644,149.914,audio_features,4PUCKf8ld27wsMLoKuNV6Z,spotify:track:4PUCKf8ld27wsMLoKuNV6Z,https://api.spotify.com/v1/tracks/4PUCKf8ld27wsMLoKuNV6Z,https://api.spotify.com/v1/audio-analysis/4PUCKf8ld27wsMLoKuNV6Z,213900,4
0.382,0.736,11,-5.632,1,0.0806,0.069,0.0,0.191,0.344,149.721,audio_features,3VCo0bjoo4Qe0l2rZyblSR,spotify:track:3VCo0bjoo4Qe0l2rZyblSR,https://api.spotify.com/v1/tracks/3VCo0bjoo4Qe0l2rZyblSR,https://api.spotify.com/v1/audio-analysis/3VCo0bjoo4Qe0l2rZyblSR,202151,3
0.293,0.856,1,-6.716,0,0.0813,0.0305,0.016,0.15,0.273,150.113,audio_features,23NDnRZcg8x5w9jQ9Dv4ue,spotify:track:23NDnRZcg8x5w9jQ9Dv4ue,https://api.spotify.com/v1/tracks/23NDnRZcg8x5w9jQ9Dv4ue,https://api.spotify.com/v1/audio-analysis/23NDnRZcg8x5w9jQ9Dv4ue,189600,4
0.519,0.961,5,-5.036,0,0.0473,0.00473,0.00695,0.585,0.365,150.015,audio_features,0mVpHUKOhVbQekliCTeX3Q,spotify:track:0mVpHUKOhVbQekliCTeX3Q,https://api.spotify.com/v1/tracks/0mVpHUKOhVbQekliCTeX3Q,https://api.spotify.com/v1/audio-analysis/0mVpHUKOhVbQekliCTeX3Q,177077,4
0.458,0.957,8,-6.622,0,0.0536,0.000345,0.46,0.363,0.356,149.998,audio_features,6b1rIK6HhLvnqvLHd3tSdI,spotify:track:6b1rIK6HhLvnqvLHd3tSdI,https://api.spotify.com/v1/tracks/6b1rIK6HhLvnqvLHd3tSdI,https://api.spotify.com/v1/audio-analysis/6b1rIK6HhLvnqvLHd3tSdI,210769,4
0.447,0.879,0,-4.957,1,0.044,0.0109,0.303,0.0821,0.12,149.938,audio_features,4tBDyGEphrR9g3GE3rGdJ8,spotify:track:4tBDyGEphrR9g3GE3rGdJ8,https://api.spotify.com/v1/tracks/4tBDyGEphrR9g3GE3rGdJ8,https://api.spotify.com/v1/audio-analysis/4tBDyGEphrR9g3GE3rGdJ8,233605,4
0.502,0.939,7,-3.888,1,0.0768,0.0312,0.019,0.315,0.402,150.042,audio_features,1cOPNljBrDym56eKjmMvzs,spotify:track:1cOPNljBrDym56eKjmMvzs,https://api.spotify.com/v1/tracks/1cOPNljBrDym56eKjmMvzs,https://api.spotify.com/v1/audio-analysis/1cOPNljBrDym56eKjmMvzs,193600,4
0.541,0.971,8,-3.409,0,0.159,0.0241,0.000195,0.38,0.361,150.025,audio_features,4BQdwC1un1DeW79VuVyRlX,spotify:track:4BQdwC1un1DeW79VuVyRlX,https://api.spotify.com/v1/tracks/4BQdwC1un1DeW79VuVyRlX,https://api.spotify.com/v1/audio-analysis/4BQdwC1un1DeW79VuVyRlX,267204,4
0.664,0.995,11,-3.12,0,0.362,0.00354,0.0248,0.644,0.0488,150.016,audio_features,7wxDouxkXSVx9KxPfOdQNT,spotify:track:7wxDouxkXSVx9KxPfOdQNT,https://api.spotify.com/v1/tracks/7wxDouxkXSVx9KxPfOdQNT,https://api.spotify.com/v1/audio-analysis/7wxDouxkXSVx9KxPfOdQNT,192000,4
0.67,0.999,6,-3.178,0,0.205,0.00261,0.766,0.128,0.0525,149.997,audio_features,6pJKXbi2LpOu83laXxZVEF,spotify:track:6pJKXbi2LpOu83laXxZVEF,https://api.spotify.com/v1/tracks/6pJKXbi2LpOu83laXxZVEF,https://api.spotify.com/v1/audio-analysis/6pJKXbi2LpOu83laXxZVEF,211200,4
0.514,0.947,6,-6.354,0,0.0857,0.000677,0.0371,0.251,0.326,75.018,audio_features,1qkzI4wO1kZAqMNOYlH5Ig,spotify:track:1qkzI4wO1kZAqMNOYlH5Ig,https://api.spotify.com/v1/tracks/1qkzI4wO1kZAqMNOYlH5Ig,https://api.spotify.com/v1/audio-analysis/1qkzI4wO1kZAqMNOYlH5Ig,220187,4
0.581,0.991,8,-4.56,1,0.136,0.00609,0.037,0.142,0.269,150.031,audio_features,0RCEVZjLflApNUHv7Q2Yib,spotify:track:0RCEVZjLflApNUHv7Q2Yib,https://api.spotify.com/v1/tracks/0RCEVZjLflApNUHv7Q2Yib,https://api.spotify.com/v1/audio-analysis/0RCEVZjLflApNUHv7Q2Yib,158604,4
0.374,0.916,4,-5.579,0,0.118,0.000138,0.00135,0.333,0.12,150.037,audio_features,61g4t1wlUrQY4d1UhPdV8c,spotify:track:61g4t1wlUrQY4d1UhPdV8c,https://api.spotify.com/v1/tracks/61g4t1wlUrQY4d1UhPdV8c,https://api.spotify.com/v1/audio-analysis/61g4t1wlUrQY4d1UhPdV8c,232750,4
0.514,0.995,7,-3.451,1,0.123,0.023,0.114,0.654,0.373,155.04,audio_features,7mSKkvtSs8uWuo0GYff9qR,spotify:track:7mSKkvtSs8uWuo0GYff9qR,https://api.spotify.com/v1/tracks/7mSKkvtSs8uWuo0GYff9qR,https://api.spotify.com/v1/audio-analysis/7mSKkvtSs8uWuo0GYff9qR,174968,4
0.463,0.989,8,-2.726,0,0.114,0.00819,0.000186,0.267,0.369,154.908,audio_features,6uzrzhvrW9tlExwbKe6jYS,spotify:track:6uzrzhvrW9tlExwbKe6jYS,https://api.spotify.com/v1/tracks/6uzrzhvrW9tlExwbKe6jYS,https://api.spotify.com/v1/audio-analysis/6uzrzhvrW9tlExwbKe6jYS,215230,4
0.356,0.863,8,-5.825,0,0.0931,0.00108,0.0199,0.0701,0.089,154.897,audio_features,1OZu880F3ss5NNAQ3rczsR,spotify:track:1OZu880F3ss5NNAQ3rczsR,https://api.spotify.com/v1/tracks/1OZu880F3ss5NNAQ3rczsR,https://api.spotify.com/v1/audio-analysis/1OZu880F3ss5NNAQ3rczsR,212403,4
0.463,0.891,1,-5.331,0,0.0903,0.00159,0.0233,0.252,0.0743,156.929,audio_features,0Dq0gNRVC6lWSkWRvfgYZQ,spotify:track:0Dq0gNRVC6lWSkWRvfgYZQ,https://api.spotify.com/v1/tracks/0Dq0gNRVC6lWSkWRvfgYZQ,https://api.spotify.com/v1/audio-analysis/0Dq0gNRVC6lWSkWRvfgYZQ,230243,4
0.464,0.985,6,-4.057,0,0.179,0.00224,0.000338,0.724,0.133,155.013,audio_features,7qnmCr8Bm8myPV2FLmMQ8d,spotify:track:7qnmCr8Bm8myPV2FLmMQ8d,https://api.spotify.com/v1/tracks/7qnmCr8Bm8myPV2FLmMQ8d,https://api.spotify.com/v1/audio-analysis/7qnmCr8Bm8myPV2FLmMQ8d,189996,4
0.435,0.993,1,-2.408,1,0.372,0.0145,3.57e-06,0.362,0.113,157.045,audio_features,5yXFtS46u7j8M4JWui1G4i,spotify:track:5yXFtS46u7j8M4JWui1G4i,https://api.spotify.com/v1/tracks/5yXFtS46u7j8M4JWui1G4i,https://api.spotify.com/v1/audio-analysis/5yXFtS46u7j8M4JWui1G4i,241851,4
0.423,0.966,4,-4.446,1,0.0682,0.00267,0.000154,0.37,0.234,154.147,audio_features,5ELRXVHTFRIUIT0qNWJOYF,spotify:track:5ELRXVHTFRIUIT0qNWJOYF,https://api.spotify.com/v1/tracks/5ELRXVHTFRIUIT0qNWJOYF,https://api.spotify.com/v1/audio-analysis/5ELRXVHTFRIUIT0qNWJOYF,158994,4
0.549,0.961,11,-2.581,0,0.0473,0.00186,0.00491,0.193,0.526,154.961,audio_features,7o9IsEwwjMzlP9zWgs8DLW,spotify:track:7o9IsEwwjMzlP9zWgs8DLW,https://api.spotify.com/v1/tracks/7o9IsEwwjMzlP9zWgs8DLW,https://api.spotify.com/v1/audio-analysis/7o9IsEwwjMzlP9zWgs8DLW,179859,4
0.46,0.95,9,-6.288,1,0.11,0.00296,0.00177,0.339,0.261,150.14,audio_features,4xTGpiVvqyMlQd5PWaLEtG,spotify:track:4xTGpiVvqyMlQd5PWaLEtG,https://api.spotify.com/v1/tracks/4xTGpiVvqyMlQd5PWaLEtG,https://api.spotify.com/v1/audio-analysis/4xTGpiVvqyMlQd5PWaLEtG,185604,3
0.395,0.975,1,-2.112,1,0.102,0.0812,0.00128,0.374,0.107,150.008,audio_features,2wGJl4X43NSB0yN6ENz0A2,spotify:track:2wGJl4X43NSB0yN6ENz0A2,https://api.spotify.com/v1/tracks/2wGJl4X43NSB0yN6ENz0A2,https://api.spotify.com/v1/audio-analysis/2wGJl4X43NSB0yN6ENz0A2,225800,4
0.52,0.97,1,-1.025,1,0.112,0.196,1.54e-06,0.554,0.184,150.026,audio_features,2FZveA6H1j2KNbdVv8IoEl,spotify:track:2FZveA6H1j2KNbdVv8IoEl,https://api.spotify.com/v1/tracks/2FZveA6H1j2KNbdVv8IoEl,https://api.spotify.com/v1/audio-analysis/2FZveA6H1j2KNbdVv8IoEl,235438,4
0.463,0.891,1,-5.331,0,0.0903,0.00159,0.0233,0.252,0.0743,156.929,audio_features,1KgZN9NP4ooH2fq94AHpTB,spotify:track:1KgZN9NP4ooH2fq94AHpTB,https://api.spotify.com/v1/tracks/1KgZN9NP4ooH2fq94AHpTB,https://api.spotify.com/v1/audio-analysis/1KgZN9NP4ooH2fq94AHpTB,230243,4
0.346,0.961,11,-4.341,1,0.0934,0.00323,0.582,0.331,0.194,149.875,audio_features,52Ul248omjekig6PLkrLOh,spotify:track:52Ul248omjekig6PLkrLOh,https://api.spotify.com/v1/tracks/52Ul248omjekig6PLkrLOh,https://api.spotify.com/v1/audio-analysis/52Ul248omjekig6PLkrLOh,188269,4
0.463,0.989,8,-2.726,0,0.114,0.00812,0.000175,0.267,0.369,154.911,audio_features,0Jn1cZZ2CbQ30OSx6spa31,spotify:track:0Jn1cZZ2CbQ30OSx6spa31,https://api.spotify.com/v1/tracks/0Jn1cZZ2CbQ30OSx6spa31,https://api.spotify.com/v1/audio-analysis/0Jn1cZZ2CbQ30OSx6spa31,215230,4
0.458,0.948,11,-4.802,0,0.117,0.0029,0.0164,0.683,0.24,154.893,audio_features,0l2xveQQnRI7gAXBYRYGFY,spotify:track:0l2xveQQnRI7gAXBYRYGFY,https://api.spotify.com/v1/tracks/0l2xveQQnRI7gAXBYRYGFY,https://api.spotify.com/v1/audio-analysis/0l2xveQQnRI7gAXBYRYGFY,225435,4
0.356,0.863,8,-5.825,0,0.0931,0.00108,0.0199,0.0701,0.089,154.897,audio_features,3j4LjLrLhrVV1FzyQxhMsQ,spotify:track:3j4LjLrLhrVV1FzyQxhMsQ,https://api.spotify.com/v1/tracks/3j4LjLrLhrVV1FzyQxhMsQ,https://api.spotify.com/v1/audio-analysis/3j4LjLrLhrVV1FzyQxhMsQ,212403,4
0.464,0.985,6,-4.057,0,0.179,0.00224,0.000338,0.724,0.133,155.013,audio_features,7HLp4zqVOQg1QhxVKhgkNu,spotify:track:7HLp4zqVOQg1QhxVKhgkNu,https://api.spotify.com/v1/tracks/7HLp4zqVOQg1QhxVKhgkNu,https://api.spotify.com/v1/audio-analysis/7HLp4zqVOQg1QhxVKhgkNu,189996,4
0.411,0.879,6,-7.19,0,0.0818,0.00773,0.00011,0.133,0.17,154.881,audio_features,1YoGDgcNowrFaSl4xycZdG,spotify:track:1YoGDgcNowrFaSl4xycZdG,https://api.spotify.com/v1/tracks/1YoGDgcNowrFaSl4xycZdG,https://api.spotify.com/v1/audio-analysis/1YoGDgcNowrFaSl4xycZdG,195109,4
0.378,0.931,11,-3.516,0,0.144,0.0067,8.85e-06,0.359,0.456,157.079,audio_features,2jSuOVFdPgcXTgGGetsHeY,spotify:track:2jSuOVFdPgcXTgGGetsHeY,https://api.spotify.com/v1/tracks/2jSuOVFdPgcXTgGGetsHeY,https://api.spotify.com/v1/audio-analysis/2jSuOVFdPgcXTgGGetsHeY,162166,4
0.479,0.969,8,-4.499,0,0.391,0.0236,0.0,0.0863,0.104,154.902,audio_features,41inX7DFdhc1daBO47ssLQ,spotify:track:41inX7DFdhc1daBO47ssLQ,https://api.spotify.com/v1/tracks/41inX7DFdhc1daBO47ssLQ,https://api.spotify.com/v1/audio-analysis/41inX7DFdhc1daBO47ssLQ,201310,4
0.429,0.947,1,-2.406,1,0.155,0.122,0.0,0.42,0.311,155.066,audio_features,39VB7fwGXaynSPJ9ytXO8q,spotify:track:39VB7fwGXaynSPJ9ytXO8q,https://api.spotify.com/v1/tracks/39VB7fwGXaynSPJ9ytXO8q,https://api.spotify.com/v1/audio-analysis/39VB7fwGXaynSPJ9ytXO8q,256706,4
0.378,0.933,5,-5.273,0,0.077,0.0292,0.0,0.163,0.122,154.932,audio_features,1U5J3Zge7LyRdSRaJ2ntgz,spotify:track:1U5J3Zge7LyRdSRaJ2ntgz,https://api.spotify.com/v1/tracks/1U5J3Zge7LyRdSRaJ2ntgz,https://api.spotify.com/v1/audio-analysis/1U5J3Zge7LyRdSRaJ2ntgz,182395,4
0.386,0.981,8,-0.361,0,0.381,0.00401,0.0016,0.143,0.093,180.013,audio_features,5px3F4QLUwp8wTfkdN6qVA,spotify:track:5px3F4QLUwp8wTfkdN6qVA,https://api.spotify.com/v1/tracks/5px3F4QLUwp8wTfkdN6qVA,https://api.spotify.com/v1/audio-analysis/5px3F4QLUwp8wTfkdN6qVA,173834,4
0.346,0.961,11,-4.341,1,0.0934,0.00323,0.582,0.331,0.194,149.875,audio_features,0KSMIGiigk6LiLsNIF8TVo,spotify:track:0KSMIGiigk6LiLsNIF8TVo,https://api.spotify.com/v1/tracks/0KSMIGiigk6LiLsNIF8TVo,https://api.spotify.com/v1/audio-analysis/0KSMIGiigk6LiLsNIF8TVo,188269,4
0.315,0.903,5,-2.212,0,0.0672,0.0299,0.0,0.328,0.212,157.098,audio_features,6dUITY3ImO7gCnMblZKd8l,spotify:track:6dUITY3ImO7gCnMblZKd8l,https://api.spotify.com/v1/tracks/6dUITY3ImO7gCnMblZKd8l,https://api.spotify.com/v1/audio-analysis/6dUITY3ImO7gCnMblZKd8l,177325,4
0.517,0.984,11,-2.524,0,0.292,0.121,4.16e-05,0.047,0.295,157.034,audio_features,7tidjxoQCeIrpYUBA5tVME,spotify:track:7tidjxoQCeIrpYUBA5tVME,https://api.spotify.com/v1/tracks/7tidjxoQCeIrpYUBA5tVME,https://api.spotify.com/v1/audio-analysis/7tidjxoQCeIrpYUBA5tVME,280635,4
