danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,track_id,uri,track_href,analysis_url,duration_ms,time_signature
0.487,0.979,6,-4.29,0,0.209,8.58e-05,0.000725,0.308,0.296,75.169,audio_features,2lm9jhey8LfFfq25RmmNUQ,spotify:track:2lm9jhey8LfFfq25RmmNUQ,https://api.spotify.com/v1/tracks/2lm9jhey8LfFfq25RmmNUQ,https://api.spotify.com/v1/audio-analysis/2lm9jhey8LfFfq25RmmNUQ,196392,4
0.429,0.973,5,-5.159,0,0.12,0.0308,0.000988,0.23,0.129,149.866,audio_features,3YJhuYkCiZTXn8Xsmt8T0a,spotify:track:3YJhuYkCiZTXn8Xsmt8T0a,https://api.spotify.com/v1/tracks/3YJhuYkCiZTXn8Xsmt8T0a,https://api.spotify.com/v1/audio-analysis/3YJhuYkCiZTXn8Xsmt8T0a,250547,4
0.448,0.916,4,-3.722,0,0.0795,0.0208,0.0,0.146,0.343,150.069,audio_features,0uXTeNFpLsGUr8spHtUYvI,spotify:track:0uXTeNFpLsGUr8spHtUYvI,https://api.spotify.com/v1/tracks/0uXTeNFpLsGUr8spHtUYvI,https://api.spotify.com/v1/audio-analysis/0uXTeNFpLsGUr8spHtUYvI,216000,4
0.514,0.968,9,-3.21,0,0.109,0.00889,0.00298,0.12,0.394,149.99,audio_features,61IZs0xhTUHT6kzHZ9XP6y,spotify:track:61IZs0xhTUHT6kzHZ9XP6y,https://api.spotify.com/v1/tracks/61IZs0xhTUHT6kzHZ9XP6y,https://api.spotify.com/v1/audio-analysis/61IZs0xhTUHT6kzHZ9XP6y,238800,4
0.5,0.939,9,-5.855,0,0.0475,0.0141,0.00922,0.168,0.718,150.009,audio_features,7isjN286FXIp6XP2IfV90A,spotify:track:7isjN286FXIp6XP2IfV90A,https://api.spotify.com/v1/tracks/7isjN286FXIp6XP2IfV90A,https://api.spotify.com/v1/audio-analysis/7isjN286FXIp6XP2IfV90A,269847,4
0.548,0.831,8,-5.092,0,0.038,0.242,0.123,0.121,0.194,149.93,audio_features,6e9uFwH2n7W7DY5BrJBT9M,spotify:track:6e9uFwH2n7W7DY5BrJBT9M,https://api.spotify.com/v1/tracks/6e9uFwH2n7W7DY5BrJBT9M,https://api.spotify.com/v1/audio-analysis/6e9uFwH2n7W7DY5BrJBT9M,203200,4
0.492,0.971,5,-4.251,1,0.0608,0.0933,0.0608,0.152,0.0861,149.912,audio_features,2fJGXYOy6P0ULZRttld59w,spotify:track:2fJGXYOy6P0ULZRttld59w,https://api.spotify.com/v1/tracks/2fJGXYOy6P0ULZRttld59w,https://api.spotify.com/v1/audio-analysis/2fJGXYOy6P0ULZRttld59w,206800,4
0.435,0.963,7,-4.583,1,0.0333,0.0109,0.00209,0.341,0.192,75.101,audio_features,1AWt10tjfZgB6KsSWO51WS,spotify:track:1AWt10tjfZgB6KsSWO51WS,https://api.spotify.com/v1/tracks/1AWt10tjfZgB6KsSWO51WS,https://api.spotify.com/v1/audio-analysis/1AWt10tjfZgB6KsSWO51WS,191217,4
0.52,0.956,6,-5.013,0,0.03,0.00242,0.079,0.0701,0.121,149.984,audio_features,2iL3qLQYxkcoSOMGpcvC5F,spotify:track:2iL3qLQYxkcoSOMGpcvC5F,https://api.spotify.com/v1/tracks/2iL3qLQYxkcoSOMGpcvC5F,https://api.spotify.com/v1/audio-analysis/2iL3qLQYxkcoSOMGpcvC5F,226800,4
0.461,0.904,7,-5.643,0,0.0358,0.0115,0.00284,0.075,0.148,149.9,audio_features,4TOGYzc8QX6OaxFNCKKUGC,spotify:track:4TOGYzc8QX6OaxFNCKKUGC,https://api.spotify.com/v1/tracks/4TOGYzc8QX6OaxFNCKKUGC,https://api.spotify.com/v1/audio-analysis/4TOGYzc8QX6OaxFNCKKUGC,256281,4
0.499,0.869,1,-4.371,1,0.0348,0.0028,0.0187,0.711,0.544,150.006,audio_features,0h9QnXZHCJd7zcfSdKW9Ae,spotify:track:0h9QnXZHCJd7zcfSdKW9Ae,https://api.spotify.com/v1/tracks/0h9QnXZHCJd7zcfSdKW9Ae,https://api.spotify.com/v1/audio-analysis/0h9QnXZHCJd7zcfSdKW9Ae,262953,4
0.394,0.944,8,-4.072,1,0.0391,0.0167,0.000573,0.702,0.195,149.86,audio_features,6af5NW2NoTBYuVyoyYmAuw,spotify:track:6af5NW2NoTBYuVyoyYmAuw,https://api.spotify.com/v1/tracks/6af5NW2NoTBYuVyoyYmAuw,https://api.spotify.com/v1/audio-analysis/6af5NW2NoTBYuVyoyYmAuw,163650,4
0.565,0.93,0,-5.758,1,0.0435,0.00275,0.554,0.383,0.248,150.001,audio_features,5FTaZJuSuvq2ACiwmGFVKo,spotify:track:5FTaZJuSuvq2ACiwmGFVKo,https://api.spotify.com/v1/tracks/5FTaZJuSuvq2ACiwmGFVKo,https://api.spotify.com/v1/audio-analysis/5FTaZJuSuvq2ACiwmGFVKo,200000,4
0.533,0.965,11,-4.042,0,0.0609,0.00255,0.0,0.0788,0.646,150.083,audio_features,6bWFQ9tCjCHflD6KkJaVUR,spotify:track:6bWFQ9tCjCHflD6KkJaVUR,https://api.spotify.com/v1/tracks/6bWFQ9tCjCHflD6KkJaVUR,https://api.spotify.com/v1/audio-analysis/6bWFQ9tCjCHflD6KkJaVUR,190470,4
0.492,0.982,5,-2.712,0,0.0388,0.0192,0.0,0.179,0.461,150.019,audio_features,0cldzsVyN2SkrfFailvgwH,spotify:track:0cldzsVyN2SkrfFailvgwH,https://api.spotify.com/v1/tracks/0cldzsVyN2SkrfFailvgwH,https://api.spotify.com/v1/audio-analysis/0cldzsVyN2SkrfFailvgwH,182529,4
0.483,0.894,11,-3.262,0,0.0416,0.0817,0.00182,0.237,0.134,150.015,audio_features,2kpG2O1vwTYwwDUbtfXvjY,spotify:track:2kpG2O1vwTYwwDUbtfXvjY,https://api.spotify.com/v1/tracks/2kpG2O1vwTYwwDUbtfXvjY,https://api.spotify.com/v1/audio-analysis/2kpG2O1vwTYwwDUbtfXvjY,150400,4
0.459,0.79,0,-5.448,0,0.0368,0.081,0.138,0.481,0.249,150.036,audio_features,1kwDE1YN8kFvE2yyB7PgdI,spotify:track:1kwDE1YN8kFvE2yyB7PgdI,https://api.spotify.com/v1/tracks/1kwDE1YN8kFvE2yyB7PgdI,https://api.spotify.com/v1/audio-analysis/1kwDE1YN8kFvE2yyB7PgdI,207125,4
0.519,0.881,10,-5.064,0,0.0832,0.142,0.0,0.102,0.649,149.957,audio_features,3bmT50WV6fLtzgHtGuzKii,spotify:track:3bmT50WV6fLtzgHtGuzKii,https://api.spotify.com/v1/tracks/3bmT50WV6fLtzgHtGuzKii,https://api.spotify.com/v1/audio-analysis/3bmT50WV6fLtzgHtGuzKii,216000,4
0.538,0.981,11,-5.367,1,0.14,0.00924,0.089,0.391,0.162,149.999,audio_features,2NQwytiW478AzLksLF4fxw,spotify:track:2NQwytiW478AzLksLF4fxw,https://api.spotify.com/v1/tracks/2NQwytiW478AzLksLF4fxw,https://api.spotify.com/v1/audio-analysis/2NQwytiW478AzLksLF4fxw,260187,4
0.483,0.986,2,-3.317,0,0.0466,0.0161,0.000789,0.104,0.527,149.885,audio_features,3LlQLNskVNluNkV6fB29PQ,spotify:track:3LlQLNskVNluNkV6fB29PQ,https://api.spotify.com/v1/tracks/3LlQLNskVNluNkV6fB29PQ,https://api.spotify.com/v1/audio-analysis/3LlQLNskVNluNkV6fB29PQ,138000,4
0.568,0.901,1,-4.352,1,0.0756,0.00782,0.000348,0.185,0.331,150.057,audio_features,0kDddLS4rTnWFRP5YUpMi5,spotify:track:0kDddLS4rTnWFRP5YUpMi5,https://api.spotify.com/v1/tracks/0kDddLS4rTnWFRP5YUpMi5,https://api.spotify.com/v1/audio-analysis/0kDddLS4rTnWFRP5YUpMi5,192012,4
0.502,0.943,8,-4.53,0,0.0632,0.0115,0.00185,0.342,0.409,149.937,audio_features,3oSeJHgkj8iyKSJd7N9Xcl,spotify:track:3oSeJHgkj8iyKSJd7N9Xcl,https://api.spotify.com/v1/tracks/3oSeJHgkj8iyKSJd7N9Xcl,https://api.spotify.com/v1/audio-analysis/3oSeJHgkj8iyKSJd7N9Xcl,302486,4
0.533,0.807,7,-3.973,0,0.0944,0.0462,9.21e-05,0.31,0.334,149.992,audio_features,16SdQPI7tDrlahnQH89isE,spotify:track:16SdQPI7tDrlahnQH89isE,https://api.spotify.com/v1/tracks/16SdQPI7tDrlahnQH89isE,https://api.spotify.com/v1/audio-analysis/16SdQPI7tDrlahnQH89isE,280750,4
0.514,0.939,5,-5.85,0,0.0334,0.00596,0.000488,0.299,0.324,150.006,audio_features,7exeaPZWZGZhM6t0UlHRye,spotify:track:7exeaPZWZGZhM6t0UlHRye,https://api.spotify.com/v1/tracks/7exeaPZWZGZhM6t0UlHRye,https://api.spotify.com/v1/audio-analysis/7exeaPZWZGZhM6t0UlHRye,323212,4
0.527,0.84,1,-3.404,0,0.051,0.00264,0.239,0.0659,0.528,149.987,audio_features,3AAdEMRRbP4VcOXijCGzD1,spotify:track:3AAdEMRRbP4VcOXijCGzD1,https://api.spotify.com/v1/tracks/3AAdEMRRbP4VcOXijCGzD1,https://api.spotify.com/v1/audio-analysis/3AAdEMRRbP4VcOXijCGzD1,256122,4
0.512,0.8,6,-5.473,1,0.0292,0.0259,0.677,0.0571,0.325,149.95,audio_features,1oQiRzgzRoL4bzeiyYbZUK,spotify:track:1oQiRzgzRoL4bzeiyYbZUK,https://api.spotify.com/v1/tracks/1oQiRzgzRoL4bzeiyYbZUK,https://api.spotify.com/v1/audio-analysis/1oQiRzgzRoL4bzeiyYbZUK,230510,4
0.6,0.752,11,-6.456,0,0.0458,0.0467,0.00106,0.305,0.46,149.961,audio_features,5f9maiTH7bsocpub2HNsPB,spotify:track:5f9maiTH7bsocpub2HNsPB,https://api.spotify.com/v1/tracks/5f9maiTH7bsocpub2HNsPB,https://api.spotify.com/v1/audio-analysis/5f9maiTH7bsocpub2HNsPB,240117,4
0.559,0.722,3,-5.606,0,0.0444,0.0341,0.0505,0.398,0.304,149.841,audio_features,16EpGmqUvcsEGMdMIgP5jY,spotify:track:16EpGmqUvcsEGMdMIgP5jY,https://api.spotify.com/v1/tracks/16EpGmqUvcsEGMdMIgP5jY,https://api.spotify.com/v1/audio-analysis/16EpGmqUvcsEGMdMIgP5jY,240708,4
0.679,0.724,2,-6.004,1,0.223,0.00433,0.017,0.392,0.266,149.91,audio_features,5E0Zq6FwbFcbSH31Mb2MAE,spotify:track:5E0Zq6FwbFcbSH31Mb2MAE,https://api.spotify.com/v1/tracks/5E0Zq6FwbFcbSH31Mb2MAE,https://api.spotify.com/v1/audio-analysis/5E0Zq6FwbFcbSH31Mb2MAE,268975,4
0.546,0.899,7,-3.899,0,0.039,0.00291,0.654,0.324,0.494,149.963,audio_features,2eKzFYbbVEIF6EsdGsSoIF,spotify:track:2eKzFYbbVEIF6EsdGsSoIF,https://api.spotify.com/v1/tracks/2eKzFYbbVEIF6EsdGsSoIF,https://api.spotify.com/v1/audio-analysis/2eKzFYbbVEIF6EsdGsSoIF,341612,4
0.474,0.814,8,-5.172,1,0.0528,0.0162,3.28e-06,0.168,0.136,74.968,audio_features,7pCViYOMRXm2bZe2EKwGVs,spotify:track:7pCViYOMRXm2bZe2EKwGVs,https://api.spotify.com/v1/tracks/7pCViYOMRXm2bZe2EKwGVs,https://api.spotify.com/v1/audio-analysis/7pCViYOMRXm2bZe2EKwGVs,192412,4
0.621,0.558,2,-6.922,1,0.0353,0.00309,0.0178,0.57,0.455,147.954,audio_features,3Jh2kFjKncln9uDoi5Ze9X,spotify:track:3Jh2kFjKncln9uDoi5Ze9X,https://api.spotify.com/v1/tracks/3Jh2kFjKncln9uDoi5Ze9X,https://api.spotify.com/v1/audio-analysis/3Jh2kFjKncln9uDoi5Ze9X,272434,4
0.502,0.81,6,-4.111,1,0.0572,0.00106,0.000363,0.485,0.671,150.081,audio_features,3k1Mxv1O1RayPnbNjU92VQ,spotify:track:3k1Mxv1O1RayPnbNjU92VQ,https://api.spotify.com/v1/tracks/3k1Mxv1O1RayPnbNjU92VQ,https://api.spotify.com/v1/audio-analysis/3k1Mxv1O1RayPnbNjU92VQ,269904,4
0.589,0.923,1,-4.407,1,0.17,0.000318,0.351,0.288,0.599,149.977,audio_features,1xRhEwMpUibOpuc7L8G6dx,spotify:track:1xRhEwMpUibOpuc7L8G6dx,https://api.spotify.com/v1/tracks/1xRhEwMpUibOpuc7L8G6dx,https://api.spotify.com/v1/audio-analysis/1xRhEwMpUibOpuc7L8G6dx,236881,4
0.499,0.829,7,-6.237,1,0.0364,0.0615,0.536,0.0517,0.122,150.017,audio_features,27CJ4TMSjcX12YzKt2G2aM,spotify:track:27CJ4TMSjcX12YzKt2G2aM,https://api.spotify.com/v1/tracks/27CJ4TMSjcX12YzKt2G2aM,https://api.spotify.com/v1/audio-analysis/27CJ4TMSjcX12YzKt2G2aM,262662,4
0.603,0.924,1,-3.78,0,0.202,0.00205,0.017,0.271,0.355,147.875,audio_features,40ekvJ7kyLjaPAHjqUPr4w,spotify:track:40ekvJ7kyLjaPAHjqUPr4w,https://api.spotify.com/v1/tracks/40ekvJ7kyLjaPAHjqUPr4w,https://api.spotify.com/v1/audio-analysis/40ekvJ7kyLjaPAHjqUPr4w,155680,4
0.56,0.982,11,-4.051,0,0.0625,0.0782,0.0703,0.142,0.605,149.98,audio_features,5B1I2YYQHBN8vzYhChm1ip,spotify:track:5B1I2YYQHBN8vzYhChm1ip,https://api.spotify.com/v1/tracks/5B1I2YYQHBN8vzYhChm1ip,https://api.spotify.com/v1/audio-analysis/5B1I2YYQHBN8vzYhChm1ip,325307,4
0.588,0.938,6,-3.304,0,0.187,0.0254,1.89e-05,0.306,0.623,149.984,audio_features,4If0rHeKta24LUMx6zf1oS,spotify:track:4If0rHeKta24LUMx6zf1oS,https://api.spotify.com/v1/tracks/4If0rHeKta24LUMx6zf1oS,https://api.spotify.com/v1/audio-analysis/4If0rHeKta24LUMx6zf1oS,350169,4
0.612,0.937,9,-4.173,0,0.0538,0.178,0.0124,0.19,0.692,149.981,audio_features,07EjN1qKvqUyA5hhetGnFJ,spotify:track:07EjN1qKvqUyA5hhetGnFJ,https://api.spotify.com/v1/tracks/07EjN1qKvqUyA5hhetGnFJ,https://api.spotify.com/v1/audio-analysis/07EjN1qKvqUyA5hhetGnFJ,322844,4
0.509,0.936,11,-3.401,1,0.059,0.0602,0.00319,0.194,0.602,149.991,audio_features,231WMFwo40Vfq9M4msYlds,spotify:track:231WMFwo40Vfq9M4msYlds,https://api.spotify.com/v1/tracks/231WMFwo40Vfq9M4msYlds,https://api.spotify.com/v1/audio-analysis/231WMFwo40Vfq9M4msYlds,350571,4
0.645,0.984,5,-3.343,1,0.136,0.0172,0.000912,0.539,0.22,149.979,audio_features,6G8BJSEQdN5PW3Ln6nCtkA,spotify:track:6G8BJSEQdN5PW3Ln6nCtkA,https://api.spotify.com/v1/tracks/6G8BJSEQdN5PW3Ln6nCtkA,https://api.spotify.com/v1/audio-analysis/6G8BJSEQdN5PW3Ln6nCtkA,240570,4
0.554,0.948,4,-3.423,0,0.0376,0.00684,0.592,0.291,0.825,149.999,audio_features,1JwJTpWzjTBC57f7ICJZOE,spotify:track:1JwJTpWzjTBC57f7ICJZOE,https://api.spotify.com/v1/tracks/1JwJTpWzjTBC57f7ICJZOE,https://api.spotify.com/v1/audio-analysis/1JwJTpWzjTBC57f7ICJZOE,325108,4
0.486,0.947,10,-5.968,0,0.0458,0.00188,0.763,0.117,0.722,150.048,audio_features,3oRVPQVx8B4rIv4d0qYKRj,spotify:track:3oRVPQVx8B4rIv4d0qYKRj,https://api.spotify.com/v1/tracks/3oRVPQVx8B4rIv4d0qYKRj,https://api.spotify.com/v1/audio-analysis/3oRVPQVx8B4rIv4d0qYKRj,285125,4
0.606,0.853,6,-6.229,0,0.047,0.0158,0.311,0.178,0.361,149.998,audio_features,3dVKXPAyoknwd731gu5e6v,spotify:track:3dVKXPAyoknwd731gu5e6v,https://api.spotify.com/v1/tracks/3dVKXPAyoknwd731gu5e6v,https://api.spotify.com/v1/audio-analysis/3dVKXPAyoknwd731gu5e6v,383408,4
0.476,0.904,9,-4.532,0,0.0429,0.000244,0.729,0.827,0.592,150.016,audio_features,5hreUSn0WAtOvkzCbmJkSf,spotify:track:5hreUSn0WAtOvkzCbmJkSf,https://api.spotify.com/v1/tracks/5hreUSn0WAtOvkzCbmJkSf,https://api.spotify.com/v1/audio-analysis/5hreUSn0WAtOvkzCbmJkSf,332800,4
0.473,0.952,10,-3.136,1,0.0671,0.00895,0.264,0.138,0.218,150.903,audio_features,3QLI0egkC22DKFDfoLl7Ld,spotify:track:3QLI0egkC22DKFDfoLl7Ld,https://api.spotify.com/v1/tracks/3QLI0egkC22DKFDfoLl7Ld,https://api.spotify.com/v1/audio-analysis/3QLI0egkC22DKFDfoLl7Ld,306557,4
0.14,0.902,0,-5.902,1,0.0337,0.00479,0.956,0.288,0.225,149.964,audio_features,6v4wvhrwn3qy8wvVGkzMIG,spotify:track:6v4wvhrwn3qy8wvVGkzMIG,https://api.spotify.com/v1/tracks/6v4wvhrwn3qy8wvVGkzMIG,https://api.spotify.com/v1/audio-analysis/6v4wvhrwn3qy8wvVGkzMIG,189342,4
0.508,0.974,6,-3.29,1,0.17,0.00948,0.00039,0.427,0.0907,151.967,audio_features,1Fod8F9zRtA635SAkcaCm2,spotify:track:1Fod8F9zRtA635SAkcaCm2,https://api.spotify.com/v1/tracks/1Fod8F9zRtA635SAkcaCm2,https://api.spotify.com/v1/audio-analysis/1Fod8F9zRtA635SAkcaCm2,291511,4
0.356,0.922,5,-4.424,0,0.0772,0.000931,0.00205,0.367,0.133,149.742,audio_features,33iP5fMvn7CCT1lnPMBTAe,spotify:track:33iP5fMvn7CCT1lnPMBTAe,https://api.spotify.com/v1/tracks/33iP5fMvn7CCT1lnPMBTAe,https://api.spotify.com/v1/audio-analysis/33iP5fMvn7CCT1lnPMBTAe,186204,4
0.535,0.875,1,-5.063,1,0.0551,0.000875,0.0612,0.105,0.228,150.011,audio_features,3WZPYkWKPKDo9YdO0lErQV,spotify:track:3WZPYkWKPKDo9YdO0lErQV,https://api.spotify.com/v1/tracks/3WZPYkWKPKDo9YdO0lErQV,https://api.spotify.com/v1/audio-analysis/3WZPYkWKPKDo9YdO0lErQV,288509,4
0.42,0.99,5,-2.642,0,0.0418,0.0343,0.837,0.573,0.451,150.044,audio_features,2X9JA5J8EpiSh4cm6cPLrC,spotify:track:2X9JA5J8EpiSh4cm6cPLrC,https://api.spotify.com/v1/tracks/2X9JA5J8EpiSh4cm6cPLrC,https://api.spotify.com/v1/audio-analysis/2X9JA5J8EpiSh4cm6cPLrC,218800,4
0.412,0.885,1,-5.215,1,0.0343,0.0155,0.19,0.354,0.388,150.111,audio_features,38p07jpAzqvDLhZEsvk1Og,spotify:track:38p07jpAzqvDLhZEsvk1Og,https://api.spotify.com/v1/tracks/38p07jpAzqvDLhZEsvk1Og,https://api.spotify.com/v1/audio-analysis/38p07jpAzqvDLhZEsvk1Og,146833,4
0.488,0.79,10,-3.925,1,0.0599,0.000617,0.000161,0.67,0.351,149.895,audio_features,2LveVXL5i2jPzEFuafjBJA,spotify:track:2LveVXL5i2jPzEFuafjBJA,https://api.spotify.com/v1/tracks/2LveVXL5i2jPzEFuafjBJA,https://api.spotify.com/v1/audio-analysis/2LveVXL5i2jPzEFuafjBJA,305228,4
0.437,0.986,6,-1.907,0,0.074,0.00103,0.766,0.283,0.0442,152.017,audio_features,3hLxx0QIOkIrX4MBvCQLHl,spotify:track:3hLxx0QIOkIrX4MBvCQLHl,https://api.spotify.com/v1/tracks/3hLxx0QIOkIrX4MBvCQLHl,https://api.spotify.com/v1/audio-analysis/3hLxx0QIOkIrX4MBvCQLHl,216510,4
0.531,0.901,5,-1.961,0,0.0543,0.0446,1.01e-05,0.068,0.344,149.996,audio_features,2Ff5jTirpr2TixzrXjMHho,spotify:track:2Ff5jTirpr2TixzrXjMHho,https://api.spotify.com/v1/tracks/2Ff5jTirpr2TixzrXjMHho,https://api.spotify.com/v1/audio-analysis/2Ff5jTirpr2TixzrXjMHho,289797,4
0.507,0.971,5,-4.486,0,0.0682,0.0684,0.0518,0.744,0.275,149.987,audio_features,2yJpekvvBQAeOvEOZAEVdP,spotify:track:2yJpekvvBQAeOvEOZAEVdP,https://api.spotify.com/v1/tracks/2yJpekvvBQAeOvEOZAEVdP,https://api.spotify.com/v1/audio-analysis/2yJpekvvBQAeOvEOZAEVdP,190800,4
0.411,0.924,5,-4.731,0,0.0391,0.000199,0.0586,0.326,0.175,149.892,audio_features,3oLPDDmmqKD1D9sIQPhnBa,spotify:track:3oLPDDmmqKD1D9sIQPhnBa,https://api.spotify.com/v1/tracks/3oLPDDmmqKD1D9sIQPhnBa,https://api.spotify.com/v1/audio-analysis/3oLPDDmmqKD1D9sIQPhnBa,220567,4
0.519,0.9,6,-4.85,0,0.0389,0.00405,0.000551,0.183,0.161,150.037,audio_features,4BykwlYzhLkU9yTBZZvlo3,spotify:track:4BykwlYzhLkU9yTBZZvlo3,https://api.spotify.com/v1/tracks/4BykwlYzhLkU9yTBZZvlo3,https://api.spotify.com/v1/audio-analysis/4BykwlYzhLkU9yTBZZvlo3,240417,4
0.457,0.942,5,-4.694,0,0.0385,0.0029,0.955,0.26,0.113,149.977,audio_features,3kHXR3PH6MIw07yVnQjl2E,spotify:track:3kHXR3PH6MIw07yVnQjl2E,https://api.spotify.com/v1/tracks/3kHXR3PH6MIw07yVnQjl2E,https://api.spotify.com/v1/audio-analysis/3kHXR3PH6MIw07yVnQjl2E,228817,4
0.517,0.929,7,-4.509,0,0.0558,0.00375,0.0598,0.251,0.331,149.991,audio_features,434nUzm92bqplcfm79m1zh,spotify:track:434nUzm92bqplcfm79m1zh,https://api.spotify.com/v1/tracks/434nUzm92bqplcfm79m1zh,https://api.spotify.com/v1/audio-analysis/434nUzm92bqplcfm79m1zh,286400,4
0.33,0.957,5,-3.736,1,0.0902,0.000831,0.000309,0.349,0.0392,151.68,audio_features,0jO4tTLNGB6FcJ5Ch6r9xu,spotify:track:0jO4tTLNGB6FcJ5Ch6r9xu,https://api.spotify.com/v1/tracks/0jO4tTLNGB6FcJ5Ch6r9xu,https://api.spotify.com/v1/audio-analysis/0jO4tTLNGB6FcJ5Ch6r9xu,206769,4
0.547,0.866,10,-3.71,1,0.0544,0.133,6.04e-05,0.0775,0.574,150.034,audio_features,6fginl3PRIlm984DVF6j9t,spotify:track:6fginl3PRIlm984DVF6j9t,https://api.spotify.com/v1/tracks/6fginl3PRIlm984DVF6j9t,https://api.spotify.com/v1/audio-analysis/6fginl3PRIlm984DVF6j9t,320000,4
0.641,0.938,1,-2.833,1,0.0732,0.00762,4.81e-06,0.104,0.308,150.047,audio_features,6qdZRjBDMJd6wlJjt7Yeb5,spotify:track:6qdZRjBDMJd6wlJjt7Yeb5,https://api.spotify.com/v1/tracks/6qdZRjBDMJd6wlJjt7Yeb5,https://api.spotify.com/v1/audio-analysis/6qdZRjBDMJd6wlJjt7Yeb5,336000,4
0.467,0.952,6,-5.689,0,0.0394,0.00143,0.81,0.544,0.508,150.019,audio_features,6IM5MhVsNZWAx8gCVJqDut,spotify:track:6IM5MhVsNZWAx8gCVJqDut,https://api.spotify.com/v1/tracks/6IM5MhVsNZWAx8gCVJqDut,https://api.spotify.com/v1/audio-analysis/6IM5MhVsNZWAx8gCVJqDut,224000,4
0.432,0.97,7,-3.378,0,0.0496,0.00367,0.0184,0.332,0.166,149.896,audio_features,5u3qBZgYXfuEQEO0YJ5FE3,spotify:track:5u3qBZgYXfuEQEO0YJ5FE3,https://api.spotify.com/v1/tracks/5u3qBZgYXfuEQEO0YJ5FE3,https://api.spotify.com/v1/audio-analysis/5u3qBZgYXfuEQEO0YJ5FE3,231200,3
0.521,0.961,11,-1.07,0,0.0371,0.00685,0.00214,0.1,0.356,149.99,audio_features,69nWmRbp2SHjhXQ71bDlbD,spotify:track:69nWmRbp2SHjhXQ71bDlbD,https://api.spotify.com/v1/tracks/69nWmRbp2SHjhXQ71bDlbD,https://api.spotify.com/v1/audio-analysis/69nWmRbp2SHjhXQ71bDlbD,244808,4
0.513,0.982,9,-3.176,0,0.0789,0.0169,0.0188,0.399,0.361,150.037,audio_features,41futXzDKEUcYUwo8cdQlR,spotify:track:41futXzDKEUcYUwo8cdQlR,https://api.spotify.com/v1/tracks/41futXzDKEUcYUwo8cdQlR,https://api.spotify.com/v1/audio-analysis/41futXzDKEUcYUwo8cdQlR,210700,4
0.44,0.928,1,-5.94,0,0.0398,0.0156,0.0144,0.283,0.227,150.013,audio_features,00Li0jiXb8tyRpXU3oah6n,spotify:track:00Li0jiXb8tyRpXU3oah6n,https://api.spotify.com/v1/tracks/00Li0jiXb8tyRpXU3oah6n,https://api.spotify.com/v1/audio-analysis/00Li0jiXb8tyRpXU3oah6n,165558,4
0.452,0.783,8,-4.919,1,0.0312,0.0851,6.56e-05,0.237,0.315,150.018,audio_features,0G7uNA7o6WqYnzwfTxta5c,spotify:track:0G7uNA7o6WqYnzwfTxta5c,https://api.spotify.com/v1/tracks/0G7uNA7o6WqYnzwfTxta5c,https://api.spotify.com/v1/audio-analysis/0G7uNA7o6WqYnzwfTxta5c,186554,4
0.39,0.93,0,-4.136,0,0.0557,0.0048,0.0,0.122,0.0577,150.08,audio_features,5nNqF4EIYdGXSatEOdayfp,spotify:track:5nNqF4EIYdGXSatEOdayfp,https://api.spotify.com/v1/tracks/5nNqF4EIYdGXSatEOdayfp,https://api.spotify.com/v1/audio-analysis/5nNqF4EIYdGXSatEOdayfp,202182,4
0.291,0.934,4,-5.623,1,0.11,0.00527,0.000872,0.386,0.19,149.696,audio_features,5zGoobQuSuUeLyIE3zlcbT,spotify:track:5zGoobQuSuUeLyIE3zlcbT,https://api.spotify.com/v1/tracks/5zGoobQuSuUeLyIE3zlcbT,https://api.spotify.com/v1/audio-analysis/5zGoobQuSuUeLyIE3zlcbT,232108,3
0.497,0.916,11,-6.504,0,0.183,0.000949,0.941,0.0519,0.117,145.115,audio_features,1XX3URyEeIcvw4UgpjCe6L,spotify:track:1XX3URyEeIcvw4UgpjCe6L,https://api.spotify.com/v1/tracks/1XX3URyEeIcvw4UgpjCe6L,https://api.spotify.com/v1/audio-analysis/1XX3URyEeIcvw4UgpjCe6L,176721,4
0.495,0.97,6,-4.536,0,0.0516,0.00778,0.486,0.491,0.299,150.075,audio_features,6kRvyE7lBjJRZR1eal4AQz,spotify:track:6kRvyE7lBjJRZR1eal4AQz,https://api.spotify.com/v1/tracks/6kRvyE7lBjJRZR1eal4AQz,https://api.spotify.com/v1/audio-analysis/6kRvyE7lBjJRZR1eal4AQz,166388,4
0.414,0.773,7,-6.943,0,0.0345,0.0153,0.0458,0.382,0.133,150.054,audio_features,6x60pVLRTQr3gLLzq3vbBI,spotify:track:6x60pVLRTQr3gLLzq3vbBI,https://api.spotify.com/v1/tracks/6x60pVLRTQr3gLLzq3vbBI,https://api.spotify.com/v1/audio-analysis/6x60pVLRTQr3gLLzq3vbBI,235642,4
0.603,0.959,5,-2.468,0,0.0613,0.505,0.118,0.133,0.518,149.931,audio_features,3367rThXBidXvKzxZyFP70,spotify:track:3367rThXBidXvKzxZyFP70,https://api.spotify.com/v1/tracks/3367rThXBidXvKzxZyFP70,https://api.spotify.com/v1/audio-analysis/3367rThXBidXvKzxZyFP70,246400,4
